"bruch","T0","sprung","n_links","n_rechts"
"1993-05",16.8614328483245,-0.088629525885139,72,99
"2001-08",15.6122311124645,0.104362889663991,171,36
"2004-09",24.4861319685593,-0.0903608544986686,207,82
"2007-11",11.4325407475634,0.0783605693039294,38,44
"2011-08",19.8797570241622,0.0868477259151,289,73
"2015-10",15.1438442951071,-0.149771980400613,31,42
